Name,Ticker,Pricing Source,Security Type,Market Sector,BBGID,BBGID Composite,BSID,Unique ID
US CELLULAR CORP,USM,UL,Common Stock,Equity,BBG000BW6YK3,BBG000BW6P59,30065287356,EQ0010758200001000
U.S. PHYSICAL THERAPY INC,USPH,UL,Common Stock,Equity,BBG000CST2Y1,BBG000CSRSG6,30065300538,EQ0010758600001000
US HOME SYSTEMS INC,USHS,UL,Common Stock,Equity,BBG000JM9VF6,BBG000JM9J72,30065385123,EQ0010758700001000
UNITIL CORP,UTL,UL,Common Stock,Equity,BBG000BW86B2,BBG000BW7X97,30065287368,EQ0010760300001000
UTAH MEDICAL PRODUCTS INC,UTMD,UL,Common Stock,Equity,BBG000HFG3X7,BBG000HFDNW7,30065363259,EQ0010760500001000
VALSPAR CORP,VAL,UL,Common Stock,Equity,BBG000BWB5C9,BBG000BW9W88,30065287376,EQ0010762100001000
VALMONT INDUSTRIES,VMI,UL,Common Stock,Equity,BBG000BWBJV8,BBG000BWB7V4,30065287377,EQ0010762400001000
VALUE LINE INC,VALU,UL,Common Stock,Equity,BBG000BWBVQ7,BBG000BWBMM1,30065287378,EQ0010762700001000
AMERICAN INDEPENDENCE CORP,AMIC,UL,Common Stock,Equity,BBG000G4PV07,BBG000G4NDG2,30065345753,EQ0010764900001000
CBS CORP-CLASS A VOTING,CBS/A,UL,Common Stock,Equity,BBG000BWDRB0,BBG000BWDFD4,30065287393,EQ0010767400002000
CBS CORP-CLASS B NON VOTING,CBS,UL,Common Stock,Equity,BBG000C49FN9,BBG000C496P7,30065295236,EQ0010767400003000
MULTIBAND CORP,MBND,UL,Common Stock,Equity,BBG000BWF438,BBG000BWDYL4,30065287394,EQ0010767600001000
VICOR CORP,VICR,UL,Common Stock,Equity,BBG000C3VPW4,BBG000C3VHF1,30065294728,EQ0010767700001000
VIDEO DISPLAY CORP,VIDE,UL,Common Stock,Equity,BBG000BWFKK3,BBG000BWF795,30065287395,EQ0010767900001000
FOOD TECHNOLOGY SERVICE INC,VIFL,UL,Common Stock,Equity,BBG000C3HFP0,BBG000C3H5M5,30065293967,EQ0010768200001000
VICON INDUSTRIES INC,VII,UL,Common Stock,Equity,BBG000BWFZF6,BBG000BWFNW4,30065287397,EQ0010768500001000
VIRCO MFG CORPORATION,VIRC,UL,Common Stock,Equity,BBG000BWG918,BBG000BWG2F8,30065287400,EQ0010768900001000
SYNERGETICS USA INC,SURG,UL,Common Stock,Equity,BBG000C2HNR3,BBG000C2HD95,30065292468,EQ0010770400001000
VILLAGE SUPER MARKET-CLASS A,VLGEA,UL,Common Stock,Equity,BBG000BWGT05,BBG000BWGK40,30065287405,EQ0010770500002000
VALENCE TECHNOLOGY INC,VLNC,UL,Common Stock,Equity,BBG000C5GKX6,BBG000C5G7Y4,30065296300,EQ0010770700001000
VALLEY NATIONAL BANCORP,VLY,UL,Common Stock,Equity,BBG000D4Z3N6,BBG000D4YTR6,30065304723,EQ0010771800001000
AUDIOVOX CORP-A,VOXX,UL,Common Stock,Equity,BBG000H853L8,BBG000H83Q11,30065359932,EQ0010772700002000
CRYSTAL ROCK HOLDINGS INC,CRVP,UL,Common Stock,Equity,BBG000G6J6F8,BBG000G6GTT6,30065347011,EQ0010772900002000
VERTEX PHARMACEUTICALS INC,VRTX,UL,Common Stock,Equity,BBG000C1SCK4,BBG000C1S2X2,30065291212,EQ0010774100001000
VSE CORP,VSEC,UL,Common Stock,Equity,BBG000BWK6B8,BBG000BWJYL8,30065287416,EQ0010774300001000
VERSAR INC,VSR,UL,Common Stock,Equity,BBG000BWL1P3,BBG000BWKQX0,30065287418,EQ0010774700001000
ASURE SOFTWARE INC,ASUR,UL,Common Stock,Equity,BBG000JTCNV7,BBG000JT96H4,30065392686,EQ0010775200001000
VALUEVISION MEDIA INC-A,VVTV,UL,Common Stock,Equity,BBG000D7YL96,BBG000D7Y779,30065306331,EQ0010776300002000
WESTAMERICA BANCORPORATION,WABC,UL,Common Stock,Equity,BBG000DD5YN1,BBG000DD3KP1,30065308961,EQ0010776800001000
WASHINGTON TRUST BANCORP,WASH,UL,Common Stock,Equity,BBG000BWM8S4,BBG000BWLZX9,30065287430,EQ0010777600001000
TETRA TECH INC,TTEK,UL,Common Stock,Equity,BBG000BYZB72,BBG000BYZ0Q5,30065287945,EQ0010777700001000
WATSON PHARMACEUTICALS INC,WPI,UL,Common Stock,Equity,BBG000FHC449,BBG000FH8PX5,30065334228,EQ0010777800001000
WATTS WATER TECHNOLOGIES-A,WTS,UL,Common Stock,Equity,BBG000C4ZGF7,BBG000C4Z6C2,30065296051,EQ0010777900002000
WEBSTER FINANCIAL CORP,WBS,UL,Common Stock,Equity,BBG000BWN563,BBG000BWMX63,30065287433,EQ0010778800001000
WD-40 CO,WDFC,UL,Common Stock,Equity,BBG000BWP3D8,BBG000BWNV93,30065287436,EQ0010780100001000
WERNER ENTERPRISES INC,WERN,UL,Common Stock,Equity,BBG000BWQ034,BBG000BWPP85,30065287442,EQ0010781300001000
WEYCO GROUP INC,WEYS,UL,Common Stock,Equity,BBG000BWQBY6,BBG000BWQ4C6,30065287446,EQ0010781900001000
WHOLE FOODS MARKET INC,WFMI,UL,Common Stock,Equity,BBG000CPS9X4,BBG000CPQZ77,30065300016,EQ0010782300001000
WASHINGTON FEDERAL INC,WFSL,UL,Common Stock,Equity,BBG000BWR4K6,BBG000BWQTD0,30065287449,EQ0010782600001000
WELLS-GARDNER ELECTRONICS,WGA,UL,Common Stock,Equity,BBG000BWRLL7,BBG000BWR872,30065287450,EQ0010782700001000
WILEY (JOHN) & SONS-CLASS A,JW/A,UL,Common Stock,Equity,BBG000DPSQJ1,BBG000DPRDJ1,30065316124,EQ0010784000002000
WILEY (JOHN) & SONS  -CL B,JW/B,UL,Common Stock,Equity,BBG000DPT6S4,BBG000DPSVR1,30065316125,EQ0010784000003000
WILMINGTON TRUST CORP,WL,UL,Common Stock,Equity,BBG000FYQ1H9,BBG000FYNMX8,30065341937,EQ0010784100001000
CONSTELLATION BRANDS INC-A,STZ,UL,Common Stock,Equity,BBG000J1QX50,BBG000J1QLT0,30065375035,EQ0010784300002000
CONSTELLATION BRANDS INC-B,STZ/B,UL,Common Stock,Equity,BBG000J1TJL0,BBG000J1R1Z6,30065375036,EQ0010784300003000
ENCORE WIRE CORP,WIRE,UL,Common Stock,Equity,BBG000CQCNW9,BBG000CQCCK6,30065300071,EQ0010784800001000
WILLIAMS CONTROLS INC,WMCO,UL,Common Stock,Equity,BBG000C280H4,BBG000C27RN9,30065291945,EQ0010786400001000
WESTWOOD ONE INC,WWON,UL,Common Stock,Equity,BBG000DKQ9B0,BBG000DKNY73,30065313230,EQ0010787300001000
FEMALE HEALTH COMPANY,FHCO,UL,Common Stock,Equity,BBG000G151D7,BBG000G12J78,30065343503,EQ0010788200001000
WORLD ACCEPTANCE CORP,WRLD,UL,Common Stock,Equity,BBG000C3GKX1,BBG000C3G9J2,30065293945,EQ0010789000001000
WAUSAU PAPER CORP,WPP,UL,Common Stock,Equity,BBG000DCND59,BBG000DCN4H6,30065308683,EQ0010789700001000
WESBANCO INC,WSBC,UL,Common Stock,Equity,BBG000BX0M96,BBG000BX0BJ9,30065287488,EQ0010789800001000
WSB HOLDINGS INC,WSB,UL,Common Stock,Equity,BBG000D1FLP2,BBG000D1FBR2,30065302861,EQ0010790000001000
WESCO FINANCIAL CORP,WSC,UL,Common Stock,Equity,BBG000BX0Y81,BBG000BX0R13,30065287490,EQ0010790100001000
WSI INDUSTRIES INC,WSCI,UL,Common Stock,Equity,BBG000BX19D9,BBG000BX1119,30065287491,EQ0010790200001000
WILLIAMS-SONOMA INC,WSM,UL,Common Stock,Equity,BBG000FSN8Z0,BBG000FSMWC3,30065339104,EQ0010790500001000
WATSCO INC,WSO,UL,Common Stock,Equity,BBG000DJPKQ3,BBG000DJN7L9,30065310058,EQ0010790700002000
WATSCO INC  -CL B,WSO/B,UL,Common Stock,Equity,BBG000BX21Z1,BBG000BX1R49,30065287493,EQ0010790700003000
WHITNEY HOLDING CORP,WTNY,UL,Common Stock,Equity,BBG000CH2F84,BBG000CH11X8,30065298213,EQ0010792300001000
WET SEAL INC/THE-CLASS A,WTSLA,UL,Common Stock,Equity,BBG000C4GGJ4,BBG000C4G6H8,30065295514,EQ0010792600002000
XETA TECHNOLOGIES INC,XETA,UL,Common Stock,Equity,BBG000BX4J62,BBG000BX46Q8,30065287507,EQ0010794200001000
XILINX INC,XLNX,UL,Common Stock,Equity,BBG000C0FF41,BBG000C0F570,30065289036,EQ0010794700001000
XOMA LTD,XOMA,UL,Common Stock,Equity,BBG000BX5222,BBG000BX4QV8,30065287508,EQ0010795100001000
DENTSPLY INTERNATIONAL INC,XRAY,UL,Common Stock,Equity,BBG000BX5JT6,BBG000BX57K1,30065287511,EQ0010795600001000
X-RITE INC,XRIT,UL,Common Stock,Equity,BBG000BX5W99,BBG000BX5M00,30065287512,EQ0010795700001000
BERKSHIRE BANCORP INC,BERK,UL,Common Stock,Equity,BBG000BX8YV7,BBG000BX8QJ8,30065287527,EQ0010798000001000
ZEBRA TECHNOLOGIES CORP-CL A,ZBRA,UL,Common Stock,Equity,BBG000CC8Y15,BBG000CC7LQ7,30065297437,EQ0010798100002000
ZYGO CORP,ZIGO,UL,Common Stock,Equity,BBG000BX9SP6,BBG000BX9J58,30065287534,EQ0010799000001000
ZIONS BANCORPORATION,ZION,UL,Common Stock,Equity,BBG000BXB4S3,BBG000BX9WL1,30065287535,EQ0010799200001000
ZOLL MEDICAL CORP,ZOLL,UL,Common Stock,Equity,BBG000CSDPR5,BBG000CSCBZ8,30065300417,EQ0010799900001000
3D SYSTEMS CORP,TDSC,UL,Common Stock,Equity,BBG000D43QD1,BBG000D42FJ0,30065304177,EQ0010821300001001
HARRY WINSTON DIAMOND CORP,HWD,UL,Common Stock,Equity,BBG000K3ZKS7,BBG000K3X2J9,30065403267,EQ0010822600001001
AGNICO-EAGLE MINES LTD,AEM,UL,Common Stock,Equity,BBG000DLWS29,BBG000DLVDK3,30065313968,EQ0010825900001001
BANK OF MONTREAL,BMO,UL,Common Stock,Equity,BBG000DLZP77,BBG000DLY9B9,30065313981,EQ0010844400001002
BANK OF NOVA SCOTIA,BNS,UL,Common Stock,Equity,BBG000C2S3S4,BBG000C2RV03,30065292667,EQ0010844500001002
ALPHA PRO TECH LTD,APT,UL,Common Stock,Equity,BBG000C1HHL4,BBG000C1H7Y2,30065290930,EQ0010848300001001
PACIFIC BOOKER MINERALS INC,PBM,UL,Common Stock,Equity,BBG000HBHC83,BBG000HBFXP0,30065361879,EQ0010852000001001
TALISMAN ENERGY INC,TLM,UL,Common Stock,Equity,BBG000BVBJR5,BBG000BVB8Q0,30065287216,EQ0010852600001001
TELUS CORPORATION -NON VOTE,TU,UL,Common Stock,Equity,BBG000J7PNZ7,BBG000J7N6Q6,30065377123,EQ0010856000001002
CAE INC,CAE,UL,Common Stock,Equity,BBG000KPJGF9,BBG000KPFXB0,30065419027,EQ0010859200001002
CAMECO CORP,CCJ,UL,Common Stock,Equity,BBG000DT1562,BBG000DSZTN6,30065318854,EQ0010861300001001
LEADING BRANDS INC,LBIX,UL,Common Stock,Equity,BBG000CH4Y18,BBG000CH3KX4,30065298216,EQ0010861400001001
CAN IMPERIAL BK OF COMMERCE,CM,UL,Common Stock,Equity,BBG000FKVY90,BBG000FKTHQ1,30065335784,EQ0010862000001003
CANADIAN NATURAL RESOURCES,CNQ,UL,Common Stock,Equity,BBG000HW5VW1,BBG000HW5GX3,30065371514,EQ0010865200001002
DENBURY RESOURCES INC,DNR,UL,Common Stock,Equity,BBG000FBKP37,BBG000FBK808,30065330858,EQ0010865300001001
BROOKFIELD PROPERTIES CORP,BPO,UL,Common Stock,Equity,BBG000G75VC9,BBG000G75L13,30065347624,EQ0010870100001001
ALTAIR NANOTECHNOLOGIES INC,ALTI,UL,Common Stock,Equity,BBG000HPF8Q3,BBG000HPCV76,30065367289,EQ0010870300001001
CGI GROUP INC - CLASS A,GIB,UL,Common Stock,Equity,BBG000FX1044,BBG000FWZL89,30065340996,EQ0010873700002001
INOVIO PHARMACEUTICALS INC,INO,UL,Common Stock,Equity,BBG000BK75X7,BBG000BK6YX5,30065285673,EQ0010887300001001
COTT CORPORATION,COT,UL,Common Stock,Equity,BBG000KPQQW0,BBG000KPQCZ8,30065419126,EQ0010891400001001
CRYSTALLEX INTL CORP,KRY,UL,Common Stock,Equity,BBG000FDS9W9,BBG000FDQWQ7,30065331976,EQ0010893800001001
DEJOUR ENERGY INC,DEJ,UL,Common Stock,Equity,BBG000K5LX54,BBG000K5LGN1,30065405482,EQ0010897700001001
BIOSANTE PHARMACEUTICALS INC,BPAX,UL,Common Stock,Equity,BBG000KK30W3,BBG000KK1L04,30065415043,EQ0010900300001002
SEABRIDGE GOLD INC,SA,UL,Common Stock,Equity,BBG000JYSDC2,BBG000JYQX30,30065399158,EQ0010902800001001
OPPENHEIMER HOLDINGS-CL A,OPY,UL,Common Stock,Equity,BBG000F00HV0,BBG000F006R9,30065322567,EQ0010914700001001
POLYMET MINING CORP,PLM,UL,Common Stock,Equity,BBG000J1JST3,BBG000J1HC10,30065374930,EQ0010920200001001
GOLDCORP INC,GG,UL,Common Stock,Equity,BBG000G2SMD4,BBG000G2R6M0,30065344666,EQ0010930100002001
GOLDEN STAR RESOURCES LTD,GSS,UL,Common Stock,Equity,BBG000KKNX95,BBG000KKMH28,30065415609,EQ0010933100001001
ENVOY CAPITAL GROUP INC,ECGI,UL,Common Stock,Equity,BBG000HQBWK8,BBG000HQBHN8,30065367720,EQ0010950300001002
ENBRIDGE INC,ENB,UL,Common Stock,Equity,BBG000K5PHZ2,BBG000K5M1S8,30065405485,EQ0010954800001001
TRANSGLOBE ENERGY CORP,TGA,UL,Common Stock,Equity,BBG000DV0T02,BBG000DTZJD7,30065319362,EQ0010956800001001
JONES SODA CO,JSDA,UL,Common Stock,Equity,BBG000HXF7D2,BBG000HXCS85,30065372087,EQ0010959800001001
CROSSHAIR EXPLORATION & MINI,CXZ,UL,Common Stock,Equity,BBG000JZC6Q6,BBG000JZBR45,30066196388,EQ0010960200001001
INTL TOWER HILL MINES LTD,THM,UL,Common Stock,Equity,BBG000KJ2K53,BBG000KJ1450,30065414190,EQ0010960800001002
NORTH AMER PALLADIUM LTD,PAL,UL,Common Stock,Equity,BBG000CHZ4W6,BBG000CHXVL0,30065298433,EQ0010979900001001
MAGNA INTERNATIONAL INC,MGA,UL,Common Stock,Equity,BBG000BNLY35,BBG000BNLPJ7,30065286203,EQ0010980600002001
MDC PARTNERS INC-A,MDCA,UL,Common Stock,Equity,BBG000G06P63,BBG000G04792,30065343053,EQ0010984900002001
NORDION INC,NDZ,UL,Common Stock,Equity,BBG000HK9CY3,BBG000HK7XK4,30065365038,EQ0010985000001001
SHARPS COMPLIANCE CORP,SMED,UL,Common Stock,Equity,BBG000FVFQN5,BBG000FVFCC8,30065339767,EQ0010985100001001
METHANEX CORP,MEOH,UL,Common Stock,Equity,BBG000C16W24,BBG000C16MS8,30065290781,EQ0010987000001001
MINEFINDERS CORP,MFN,UL,Common Stock,Equity,BBG000F9TXG2,BBG000F9RHR7,30065327872,EQ0010988400001001
TALBOTS INC,TLB,UL,Common Stock,Equity,BBG000D4LQR6,BBG000D4JB56,30065304444,EQ0010989500001000
NYMOX PHARMACEUTICAL CORP,NYMX,UL,Common Stock,Equity,BBG000FYJ3D7,BBG000FYGR29,30065341888,EQ0010991700002001
MOUNTAIN PROVINCE DIAMONDS,MDM,UL,Common Stock,Equity,BBG000FRNXF9,BBG000FRMH56,30065338828,EQ0010993600001001
TERRA NOVA ROYALTY CORP,TTT,UL,Common Stock,Equity,BBG000F7RK12,BBG000F7R8X4,30065326753,EQ0010996100001001
NICHOLAS FINANCIAL INC,NICK,UL,Common Stock,Equity,BBG000BW0GJ0,BBG000BW06R3,30065314872,EQ0011001400001001
FLOTEK INDUSTRIES INC,FTK,UL,Common Stock,Equity,BBG000C3TR26,BBG000C3TFS4,30065361868,EQ0011005400001001
CARDIOME PHARMA CORP,CRME,UL,Common Stock,Equity,BBG000BXLSY2,BBG000BXLJN4,30065324216,EQ0011006400001001
NOVAGOLD RESOURCES INC,NG,UL,Common Stock,Equity,BBG000D25DF0,BBG000D25424,30065405616,EQ0011006800001001
PETROQUEST ENERGY INC,PQ,UL,Common Stock,Equity,BBG000BZW7W3,BBG000BZVZJ7,30065340497,EQ0011011300001001
GREAT BASIN GOLD LTD,GBG,UL,Common Stock,Equity,BBG000BYZJ48,BBG000BYZ9W9,30065334456,EQ0011015900001001
KODIAK OIL & GAS CORP,KOG,UL,Common Stock,Equity,BBG000D155C2,BBG000D14WM3,30065403584,EQ0011016200002000
PAN AMERICAN SILVER CORP,PAAS,UL,Common Stock,Equity,BBG000C0RRP9,BBG000C0RGY3,30065344273,EQ0011017200001001
ENCANA CORP,ECA,UL,Common Stock,Equity,BBG000CHR801,BBG000CHPY97,30065384000,EQ0011017800001002
PENN WEST PETROLEUM LTD,PWE,UL,Common Stock,Equity,BBG000C0NT79,BBG000C0NG31,30065343949,EQ0011020300001002
PRECISION DRILLING CORP,PDS,UL,Common Stock,Equity,BBG000BBKC12,BBG000BBK2X9,30065286626,EQ0011026000002001
TRANSATLANTIC PETROLEUM LTD,TAT,UL,Common Stock,Equity,BBG000C4NYR8,BBG000C4NR20,30065367074,EQ0011028000001001
QLT INC,QLTI,UL,Common Stock,Equity,BBG000C0QPD7,BBG000C0QBQ4,30065344201,EQ0011029500001001
RICHMONT MINES INC,RIC,UL,Common Stock,Equity,BBG000BY1WH2,BBG000BY1MH4,30065326813,EQ0011038100001001
ROGERS COMMUNICATIONS INC-B,RCI,UL,Common Stock,Equity,BBG000BSZGV7,BBG000BSZ3J0,30065300790,EQ0011040100003001
ROYAL BANK OF CANADA,RY,UL,Common Stock,Equity,BBG000BSSMW1,BBG000BSSC44,30065299773,EQ0011041100001002
SCHMITT INDUSTRIES INC,SMIT,UL,Common Stock,Equity,BBG000BWHDL6,BBG000BWH6C1,30065318431,EQ0011046000001001
SHAW COMMUNICATIONS INC-B,SJR,UL,Common Stock,Equity,BBG000BBPGR0,BBG000BBP6J1,30065286982,EQ0011049200003001
ADEONA PHARMACEUTICALS INC,AEN,UL,Common Stock,Equity,BBG000BV72X0,BBG000BV6QX8,30065306877,EQ0011049500001000
TESCO CORP,TESO,UL,Common Stock,Equity,BBG000BXNBV0,BBG000BXN2M0,30065324358,EQ0011049700001001
SILVER STANDARD RESOURCES,SSRI,UL,Common Stock,Equity,BBG000C0S6N6,BBG000C0RWX9,30065344400,EQ0011052200001001
SILVERCORP METALS INC,SVM,UL,Common Stock,Equity,BBG000CY61L9,BBG000CY5S22,30065399660,EQ0011057500001001
CIBT EDUCATION GROUP INC,MBA,UL,Common Stock,Equity,BBG000BBMLM7,BBG000BBM7G5,30065286892,EQ0011060400001002
SUNCOR ENERGY INC,SU,UL,Common Stock,Equity,BBG000BRKLL5,BBG000BRK7L6,30065295480,EQ0011063100001001
TANZANIAN ROYALTY EXPLORATIO,TRE,UL,Common Stock,Equity,BBG000BTZ9Z7,BBG000BTZ1B0,30065305354,EQ0011066300002001
TASEKO MINES LTD,TGB,UL,Common Stock,Equity,BBG000BCV540,BBG000BCTV91,30065288391,EQ0011067500001001
TECK RESOURCES LTD-CLS B,TCK,UL,Common Stock,Equity,BBG000BSK4S4,BBG000BSJTT0,30065299079,EQ0011068600003002
TORONTO-DOMINION BANK,TD,UL,Common Stock,Equity,BBG000BXBV30,BBG000BXBHJ4,30065322722,EQ0011075500001003
ULTRA PETROLEUM CORP,UPL,UL,Common Stock,Equity,BBG000CGVDG0,BBG000CGT2S4,30065382660,EQ0011076700001001
TRANSALTA CORP,TAC,UL,Common Stock,Equity,BBG000BBRBB6,BBG000BBR1G3,30065287139,EQ0011077000001001
VAALCO ENERGY INC,EGY,UL,Common Stock,Equity,BBG000BTBRD7,BBG000BTBH21,30065302233,EQ0011085800001000
SPROTT RESOURCE LENDING CORP,SILU,UL,Common Stock,Equity,BBG000CQ60L8,BBG000CQ5PY0,30065394285,EQ0011088800001001
VITRAN CORP INC,VTNC,UL,Common Stock,Equity,BBG000C440D8,BBG000C43SF6,30065363440,EQ0011090300002001
ADVANTAGE OIL & GAS LTD,AAV,UL,Common Stock,Equity,BBG000C5SBQ1,BBG000C5QZ62,30065370109,EQ0011095700001001
INVESCO LTD,IVZ,UL,Common Stock,Equity,BBG000BY35R8,BBG000BY2Y78,30065327118,EQ0011178500009000
FRONTLINE LTD,FRO,UL,Common Stock,Equity,BBG000BTQWW9,BBG000BTQNQ6,30065304035,EQ0011188600001004
SIGNET JEWELERS LTD,SIG,UL,Common Stock,Equity,BBG000C505B0,BBG000C4ZZ10,30065369058,EQ0011215000009000
ACTUANT CORP-A,ATU,UL,Common Stock,Equity,BBG000B9X6R8,BBG000B9WX45,30065284729,EQ0011557000002000
RADIAN GROUP INC,RDN,UL,Common Stock,Equity,BBG000BMX788,BBG000BMWV95,30065339339,EQ0011562200001000
ONCOTHYREON INC,ONTY,UL,Common Stock,Equity,BBG000BND6D4,BBG000BNCYM4,30065344918,EQ0011566000001001
JEWETT-CAMERON TRADING LTD,JCTCF,UL,Common Stock,Equity,BBG000BKP4J6,BBG000BKNVV4,30065317019,EQ0011567600001001
DEUTSCHE BANK AG-REGISTERED,DB,UL,Common Stock,Equity,BBG000BR22F4,BBG000BR1W32,30065367041,EQ0011569100001008
BARNES & NOBLE INC,BKS,UL,Common Stock,Equity,BBG000BD1104,BBG000BD0Q91,30065292736,EQ0011571700001000
MINERALS TECHNOLOGIES INC,MTX,UL,Common Stock,Equity,BBG000BB6CP2,BBG000BB61F7,30065286393,EQ0011585100001000
BOOKS-A-MILLION INC,BAMM,UL,Common Stock,Equity,BBG000BGK4G3,BBG000BGJTW2,30065301540,EQ0011589500001000
COMPUWARE CORP,CPWR,UL,Common Stock,Equity,BBG000BGPQ60,BBG000BGPG26,30065301745,EQ0011590100001000
LITTELFUSE INC,LFUS,UL,Common Stock,Equity,BBG000BGFRF9,BBG000BGFGT8,30065301288,EQ0011590800001000
EPICOR SOFTWARE CORP,EPIC,UL,Common Stock,Equity,BBG000BB0LL2,BBG000BB07M2,30065285459,EQ0011592200001000
SM ENERGY CO,SM,UL,Common Stock,Equity,BBG000BFV810,BBG000BFV115,30065298126,EQ0011592500001000
STERLING BANCSHARES INC/TX,SBIB,UL,Common Stock,Equity,BBG000BGJDW7,BBG000BGJ2J6,30065301518,EQ0011592800001000
KADANT INC,KAI,UL,Common Stock,Equity,BBG000BKS1Q1,BBG000BKRSZ3,30065317603,EQ0011593100001000
TRIDENT MICROSYSTEMS INC,TRID,UL,Common Stock,Equity,BBG000BGQLN1,BBG000BGQ8V1,30065301758,EQ0011593300001000
VISION-SCIENCES INC,VSCI,UL,Common Stock,Equity,BBG000BG1WV5,BBG000BG1KF9,30065299355,EQ0011593900001000
ZOLTEK COMPANIES INC,ZOLT,UL,Common Stock,Equity,BBG000BGG584,BBG000BGFWQ6,30065301324,EQ0011594000001000
ZOOM TECHNOLOGIES INC,ZOOM,UL,Common Stock,Equity,BBG000BBLBN9,BBG000BBL0P1,30065288410,EQ0011594100001000
CECO ENVIRONMENTAL CORP,CECE,UL,Common Stock,Equity,BBG000BFGBX5,BBG000BFG2J1,30065296613,EQ0011594700001000
INTUIT INC,INTU,UL,Common Stock,Equity,BBG000BH5Q88,BBG000BH5DV1,30065302413,EQ0011663200001000
MORGAN STANLEY,MS,UL,Common Stock,Equity,BBG000BM0034,BBG000BLZRJ2,30065331514,EQ0011664600001000
ETHAN ALLEN INTERIORS INC,ETH,UL,Common Stock,Equity,BBG000BBVPN7,BBG000BBVDT8,30065290905,EQ0011668200001000
DESTINATION MATERNITY CORP,DEST,UL,Common Stock,Equity,BBG000BHCJJ4,BBG000BHC8K6,30065302748,EQ0011668300001000
ALLIED HEALTHCARE INTL INC,AHCI,UL,Common Stock,Equity,BBG000BNJ381,BBG000BNHV81,30065346166,EQ0011669100001000
PALOMAR MEDICAL TECHNOLOGIES,PMTI,UL,Common Stock,Equity,BBG000BBK2N0,BBG000BBJSD6,30065288068,EQ0011669300001000
CONSUMER PORTFOLIO SERVICES,CPSS,UL,Common Stock,Equity,BBG000BGHSW6,BBG000BGHGF1,30065301514,EQ0011669600001000
SPORT CHALET INC-CLASS B,SPCHB,UL,Common Stock,Equity,BBG000BGKGW8,BBG000BGK758,30065301543,EQ0011670400001000
QUESTCOR PHARMACEUTICALS,QCOR,UL,Common Stock,Equity,BBG000BPVLS0,BBG000BPVCR1,30065357467,EQ0011671000001000
RIMAGE CORP,RIMG,UL,Common Stock,Equity,BBG000BG46V9,BBG000BG3XJ5,30065299681,EQ0011671100001000
STANLEY FURNITURE CO INC,STLY,UL,Common Stock,Equity,BBG000BGM220,BBG000BGLT68,30065301671,EQ0011671500001000
SHUFFLE MASTER INC,SHFL,UL,Common Stock,Equity,BBG000BGMZZ1,BBG000BGMPV7,30065301676,EQ0011671600001000
SATCON TECHNOLOGY CORP,SATC,UL,Common Stock,Equity,BBG000BGNG91,BBG000BGN7K8,30065301688,EQ0011671900001000
LIGAND PHARMACEUTICALS-CL B,LGND,UL,Common Stock,Equity,BBG000BKF6N7,BBG000BKF014,30065314200,EQ0011672300003000
EZCHIP SEMICONDUCTOR LTD,EZCH,UL,Common Stock,Equity,BBG000BNJDN2,BBG000BNJ5L1,30065346182,EQ0011672500001000
LML PAYMENT SYSTEMS INC,LMLP,UL,Common Stock,Equity,BBG000BNBW76,BBG000BNBL25,30065344598,EQ0011673200001001
BLACK BOX CORP,BBOX,UL,Common Stock,Equity,BBG000BK8DF9,BBG000BK84J5,30065313347,EQ0011673500001000
PERMA-FIX ENVIRONMENTAL SVCS,PESI,UL,Common Stock,Equity,BBG000BGRX45,BBG000BGRMX7,30065301801,EQ0011673700001000
MICROCHIP TECHNOLOGY INC,MCHP,UL,Common Stock,Equity,BBG000BHD059,BBG000BHCP19,30065302750,EQ0011674900001000
ELDORADO GOLD CORP,EGO,UL,Common Stock,Equity,BBG000BN7BK2,BBG000BN7277,30065343546,EQ0011677900001001
WINMARK CORP,WINA,UL,Common Stock,Equity,BBG000BQ5T91,BBG000BQ5GY1,30065360144,EQ0011678700001000
NAUTILUS INC,NLS,UL,Common Stock,Equity,BBG000BRK932,BBG000BRJY75,30065371360,EQ0011681300001001
ULTRALIFE CORP,ULBI,UL,Common Stock,Equity,BBG000BGT9C7,BBG000BGT143,30065301837,EQ0011686100001000
SEACOR HOLDINGS INC,CKH,UL,Common Stock,Equity,BBG000BLFM14,BBG000BLFC07,30065323628,EQ0011687100001000
UNIVERSAL INSURANCE HOLDINGS,UVE,UL,Common Stock,Equity,BBG000B9ZB13,BBG000B9YY14,30065285259,EQ0011687600001000
IAC/INTERACTIVECORP,IACI,UL,Common Stock,Equity,BBG000BKQT28,BBG000BKQG80,30065317414,EQ0011689200001000
PVF CAPITAL CORP,PVFC,UL,Common Stock,Equity,BBG000BKD409,BBG000BKCSW2,30065314006,EQ0011689500001000
ROCKY BRANDS INC,RCKY,UL,Common Stock,Equity,BBG000BF29X5,BBG000BF20N5,30065294825,EQ0011689700001000
CHAMPION INDUSTRIES INC/WV,CHMP,UL,Common Stock,Equity,BBG000BGBL57,BBG000BGB7Y6,30065300821,EQ0011690300001000
CAPSTONE THERAPEUTICS CORP,CAPS,UL,Common Stock,Equity,BBG000BGYG71,BBG000BGY478,30065302053,EQ0011691900001000
SUPERCONDUCTOR TECHNOLOGIES,SCON,UL,Common Stock,Equity,BBG000BH1DJ9,BBG000BH12X7,30065302210,EQ0011692600001000
